person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,emp_exp_ratio,credit_score_per_year,high_risk_flag,age_bin,edu_income_interaction,true_label,prediction,interpretability
26.0,0,81365.0,4,2400.0,12.99,0.03,2.0,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14814814814814814,232.66666666666666,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,0,93531.0,12,25000.0,10.75,0.27,8.0,614,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.3870967741935484,68.22222222222223,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
29.0,0,34457.0,6,8575.0,19.42,0.25,8.0,660,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2,73.33333333333333,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income <= 0.386 → person_income <= 0.017 → loan_int_rate > 0.099 → emp_exp_ratio <= 0.429
22.0,1,33258.0,2,7500.0,11.01,0.23,4.0,544,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.08695652173913043,108.8,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN > 0.500 → person_income > 0.007
30.0,0,81312.0,9,15000.0,12.23,0.18,9.0,714,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2903225806451613,71.4,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
49.0,0,114922.0,25,3000.0,5.42,0.03,12.0,638,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.5,49.07692307692308,0,2,114922.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
36.0,0,93374.0,13,10000.0,16.35,0.11,13.0,723,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.35135135135135137,51.642857142857146,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE > 0.500 → credit_score > 0.570
26.0,0,45611.0,3,14500.0,15.33,0.32,4.0,598,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.1111111111111111,119.6,1,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
31.0,0,31313.0,10,4800.0,11.54,0.15,10.0,543,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.3125,49.36363636363637,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,61171.0,3,9000.0,6.03,0.15,2.0,528,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.11538461538461539,176.0,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,48518.0,4,11000.0,7.14,0.23,8.0,621,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.13793103448275862,69.0,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score <= 0.588 → person_home_ownership_OWN <= 0.500
23.0,0,121749.0,2,8400.0,14.84,0.07,2.0,600,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.08333333333333333,200.0,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL > 0.500 → loan_amnt > 0.206 → person_income > 0.027
45.0,1,74552.0,20,11600.0,13.48,0.16,11.0,696,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.43478260869565216,58.0,1,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,55118.0,4,1300.0,13.61,0.02,4.0,477,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.16,95.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,85207.0,2,20000.0,13.16,0.23,3.0,662,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.07407407407407407,165.5,1,1,85207.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION > 0.500 → credit_score <= 0.772 → loan_percent_income > 0.205
23.0,1,82329.0,0,25000.0,13.49,0.3,3.0,586,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,146.5,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.346 → credit_score <= 0.643 → loan_intent_HOMEIMPROVEMENT > 0.500 → emp_exp_ratio <= 0.423
30.0,0,152386.0,7,8000.0,10.74,0.05,8.0,701,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.22580645161290322,77.88888888888889,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,1,77898.0,1,6000.0,10.99,0.08,3.0,641,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.043478260869565216,160.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,50035.0,3,2000.0,7.49,0.04,9.0,660,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.10714285714285714,66.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,37025.0,4,6000.0,15.65,0.16,2.0,656,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.17391304347826086,218.66666666666666,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL > 0.500 → credit_score <= 0.732
23.0,1,147297.0,1,16000.0,13.49,0.11,2.0,671,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.041666666666666664,223.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income > 0.027 → credit_score > 0.463 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_int_rate > 0.509 → person_income > 0.028
26.0,0,22526.0,8,2400.0,13.06,0.11,2.0,675,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2962962962962963,225.0,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income <= 0.189 → credit_score > 0.665 → loan_int_rate > 0.456 → emp_exp_ratio > 0.237
24.0,1,16640.0,0,2441.0,14.27,0.15,3.0,618,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,154.5,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.645 → person_income <= 0.017 → credit_score <= 0.730 → loan_amnt <= 0.223 → loan_int_rate <= 0.613 → credit_score_per_year <= 0.610
36.0,0,490811.0,15,35000.0,7.9,0.07,13.0,654,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.40540540540540543,46.714285714285715,0,2,490811.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,45292.0,6,15000.0,13.61,0.33,10.0,597,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.20689655172413793,54.27272727272727,1,1,45292.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,60078.0,4,5000.0,12.18,0.08,3.0,604,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.16,151.0,0,0,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT > 0.500 → person_income > 0.020 → person_income <= 0.024
26.0,0,61948.0,5,3500.0,13.24,0.06,4.0,663,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.18518518518518517,132.6,0,1,61948.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
33.0,1,84835.0,10,14000.0,11.32,0.17,10.0,673,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.29411764705882354,61.18181818181818,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
22.0,0,36856.0,0,13633.0,13.46,0.37,4.0,583,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,116.6,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,181170.0,4,20000.0,10.65,0.11,6.0,621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.15384615384615385,88.71428571428571,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
25.0,0,79501.0,0,4000.0,12.23,0.05,4.0,632,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,126.4,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,1,168956.0,1,13050.0,14.59,0.08,3.0,617,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.037037037037037035,154.25,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,1,88236.0,7,8875.0,11.99,0.1,7.0,698,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.21875,87.25,0,1,88236.0,0,0,previous_loan_defaults_on_file > 0.500
30.0,1,29767.0,7,6000.0,6.68,0.2,9.0,700,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.22580645161290322,70.0,0,1,29767.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,22635.0,3,6250.0,6.54,0.28,4.0,602,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.12,120.4,0,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income <= 0.007
27.0,0,125764.0,6,10000.0,10.65,0.08,9.0,723,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.21428571428571427,72.3,0,1,125764.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
34.0,0,37060.0,11,9050.0,5.99,0.24,9.0,615,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.3142857142857143,61.5,0,1,37060.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,84611.0,2,1087.0,11.01,0.01,3.0,540,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.08333333333333333,135.0,0,0,84611.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,61148.0,0,6000.0,7.6,0.1,4.0,616,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,123.2,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score <= 0.588 → person_home_ownership_OWN <= 0.500
31.0,0,73214.0,6,8367.0,12.23,0.11,6.0,623,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.1875,89.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,1,32115.0,3,7000.0,7.74,0.22,2.0,686,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.12,228.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
35.0,1,77405.0,13,12000.0,11.49,0.16,8.0,629,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3611111111111111,69.88888888888889,1,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,0,52834.0,2,7000.0,6.62,0.13,4.0,666,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.09090909090909091,133.2,0,0,52834.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,1,175075.0,4,25000.0,11.36,0.14,4.0,570,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.15384615384615385,114.0,1,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
24.0,0,61082.0,3,4000.0,7.88,0.07,2.0,632,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.12,210.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
27.0,0,44340.0,4,1050.0,14.72,0.02,5.0,655,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.14285714285714285,109.16666666666667,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,0,26071.0,0,5000.0,20.0,0.19,2.0,586,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,195.33333333333334,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION <= 0.500 → loan_intent_VENTURE <= 0.500 → loan_intent_PERSONAL <= 0.500 → age_bin <= 0.875
42.0,0,99779.0,22,26800.0,11.01,0.27,15.0,655,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.5116279069767442,40.9375,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.346 → credit_score > 0.643 → person_income > 0.016 → person_emp_exp <= 0.309
37.0,0,133109.0,16,25000.0,10.99,0.19,12.0,681,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.42105263157894735,52.38461538461539,0,2,133109.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,40741.0,0,7954.0,8.05,0.2,3.0,596,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,149.0,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income <= 0.016 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score <= 0.582 → loan_intent_VENTURE > 0.500
23.0,1,62098.0,1,10000.0,6.03,0.16,3.0,632,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.041666666666666664,158.0,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year > 0.589 → credit_score_per_year > 0.591 → loan_int_rate <= 0.239
33.0,0,169142.0,10,9600.0,6.91,0.06,10.0,675,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.29411764705882354,61.36363636363637,0,1,169142.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
32.0,1,66846.0,11,9000.0,13.79,0.13,10.0,709,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,64.45454545454545,1,1,66846.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,44493.0,2,1200.0,10.37,0.03,3.0,669,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.08333333333333333,167.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,0,15447.0,0,2200.0,11.01,0.14,4.0,656,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,131.2,0,0,15447.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income <= 0.007 → loan_percent_income > 0.189 → person_income <= 0.007
25.0,0,34489.0,0,14125.0,6.99,0.41,4.0,684,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,136.8,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
20.0,0,78989.0,0,4800.0,9.99,0.06,4.0,678,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,135.6,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE > 0.500 → credit_score_per_year <= 0.589
22.0,0,115144.0,2,5750.0,11.01,0.05,3.0,505,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.08695652173913043,126.25,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
29.0,0,51335.0,8,2000.0,11.89,0.04,7.0,613,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.26666666666666666,76.625,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
34.0,1,132495.0,5,6000.0,9.02,0.05,6.0,581,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.14285714285714285,83.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,111153.0,3,30000.0,15.23,0.27,3.0,648,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.125,162.0,1,0,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT > 0.500 → loan_percent_income > 0.386
35.0,0,47263.0,12,2575.0,15.96,0.05,7.0,635,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3333333333333333,79.375,0,1,0.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income <= 0.026 → loan_intent_EDUCATION > 0.500 → loan_int_rate > 0.690 → person_income <= 0.021 → person_home_ownership_RENT > 0.500
23.0,1,113396.0,0,25000.0,15.21,0.22,4.0,660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,132.0,1,0,0.0,0,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income > 0.030
24.0,1,67251.0,2,5399.0,10.07,0.08,4.0,604,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.08,120.8,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
29.0,0,50107.0,7,2000.0,7.74,0.04,8.0,607,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.23333333333333334,67.44444444444444,0,1,50107.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score <= 0.588 → person_home_ownership_OWN <= 0.500
26.0,0,28704.0,4,2000.0,11.31,0.07,6.0,666,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14814814814814814,95.14285714285714,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
24.0,0,57343.0,0,14000.0,10.35,0.24,4.0,694,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,138.8,0,0,57343.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,101687.0,5,2704.0,15.16,0.03,8.0,652,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1724137931034483,72.44444444444444,0,1,0.0,1,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE > 0.500 → credit_score > 0.570
28.0,0,103114.0,6,24000.0,11.01,0.23,10.0,660,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.20689655172413793,60.0,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
36.0,1,60875.0,9,3000.0,10.19,0.05,11.0,645,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.24324324324324326,53.75,0,2,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income <= 0.027 → credit_score > 0.588 → person_income <= 0.026
52.0,0,85005.0,33,12000.0,11.11,0.14,22.0,645,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.6226415094339622,28.043478260869566,1,3,0.0,0,0,previous_loan_defaults_on_file > 0.500
26.0,0,96798.0,2,12000.0,14.8,0.12,5.0,616,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.07407407407407407,102.66666666666667,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
25.0,0,60973.0,4,6400.0,8.32,0.1,4.0,611,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.15384615384615385,122.2,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
21.0,0,25455.0,0,4500.0,10.99,0.18,3.0,619,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,154.75,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
31.0,0,61772.0,8,5000.0,12.6,0.08,7.0,543,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,67.875,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
39.0,1,35072.0,14,2000.0,11.01,0.06,14.0,668,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.35,44.53333333333333,0,2,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,0,52826.0,5,9000.0,9.63,0.17,2.0,592,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.20833333333333334,197.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
33.0,1,45330.0,9,13000.0,10.36,0.29,9.0,601,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2647058823529412,60.1,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income > 0.371 → person_home_ownership_RENT <= 0.500 → person_income > 0.007 → loan_int_rate <= 0.594 → person_home_ownership_OWN <= 0.500 → loan_int_rate <= 0.346 → person_income > 0.013 → person_age > 0.020 → loan_percent_income <= 0.629
28.0,0,67243.0,4,7500.0,12.84,0.11,6.0,659,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.13793103448275862,94.14285714285714,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
33.0,1,96759.0,9,21600.0,18.64,0.22,10.0,640,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.2647058823529412,58.18181818181818,1,1,96759.0,1,1,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate > 0.588 → person_home_ownership_OWN <= 0.500 → loan_int_rate > 0.645 → person_income > 0.026 → loan_intent_DEBTCONSOLIDATION <= 0.500 → loan_intent_MEDICAL <= 0.500 → person_home_ownership_MORTGAGE <= 0.500 → person_income > 0.030
27.0,0,63345.0,5,7188.0,11.85,0.11,5.0,632,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.17857142857142858,105.33333333333333,0,1,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate > 0.383 → person_income <= 0.027 → person_home_ownership_OWN <= 0.500 → loan_intent_HOMEIMPROVEMENT <= 0.500 → credit_score > 0.547 → person_income <= 0.026
21.0,1,110239.0,0,6000.0,9.99,0.05,2.0,700,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,233.33333333333334,0,0,0.0,0,0,previous_loan_defaults_on_file <= 0.500 → loan_percent_income <= 0.371 → loan_int_rate <= 0.588 → person_income > 0.007 → loan_int_rate <= 0.383 → person_income > 0.016 → loan_intent_VENTURE <= 0.500 → person_income > 0.027 → person_income <= 0.270 → credit_score > 0.277
29.0,1,29442.0,9,1000.0,9.99,0.03,7.0,614,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.3,76.75,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
28.0,1,37215.0,5,8000.0,11.01,0.21,8.0,598,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.1724137931034483,66.44444444444444,0,1,0.0,0,0,previous_loan_defaults_on_file > 0.500
23.0,1,61576.0,0,2500.0,10.99,0.04,2.0,560,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,186.66666666666666,0,0,0.0,0,0,previous_loan_defaults_on_file > 0.500
